ID	Journal	Year	books	articles	references
"AJPS.1990.01"	"AJPS"	1990.0	25.0	25.0	52.0
"AJPS.1990.02"	"AJPS"	1990.0	35.0	14.0	64.0
"AJPS.1990.03"	"AJPS"	1990.0	44.0	53.0	99.0
"AJPS.1990.04"	"AJPS"	1990.0	34.0	24.0	60.0
"AJPS.1990.05"	"AJPS"	1990.0	6.0	9.0	18.0
"AJPS.1990.06"	"AJPS"	1990.0	4.0	6.0	11.0
"AJPS.1990.07"	"AJPS"	1990.0	20.0	35.0	59.0
"AJPS.1990.08"	"AJPS"	1990.0	18.0	7.0	26.0
"AJPS.1990.09"	"AJPS"	1990.0	21.0	32.0	54.0
"AJPS.1990.10"	"AJPS"	1990.0	8.0	13.0	24.0
"AJPS.1995.01"	"AJPS"	1995.0	45.0	34.0	87.0
"AJPS.1995.02"	"AJPS"	1995.0	8.0	15.0	23.0
"AJPS.1995.03"	"AJPS"	1995.0	32.0	40.0	78.0
"AJPS.1995.04"	"AJPS"	1995.0	23.0	25.0	50.0
"AJPS.1995.05"	"AJPS"	1995.0	16.0	7.0	27.0
"AJPS.1995.06"	"AJPS"	1995.0	19.0	13.0	36.0
"AJPS.1995.07"	"AJPS"	1995.0	23.0	16.0	40.0
"AJPS.1995.08"	"AJPS"	1995.0	13.0	31.0	50.0
"AJPS.1995.09"	"AJPS"	1995.0	23.0	21.0	47.0
"AJPS.1995.10"	"AJPS"	1995.0	23.0	22.0	45.0
"AJPS.2000.01"	"AJPS"	2000.0	21.0	9.0	34.0
"AJPS.2000.02"	"AJPS"	2000.0	18.0	26.0	46.0
"AJPS.2000.03"	"AJPS"	2000.0	25.0	15.0	40.0
"AJPS.2000.04"	"AJPS"	2000.0	10.0	33.0	43.0
"AJPS.2000.05"	"AJPS"	2000.0	13.0	5.0	18.0
"AJPS.2000.06"	"AJPS"	2000.0	5.0	11.0	16.0
"AJPS.2000.07"	"AJPS"	2000.0	24.0	23.0	52.0
"AJPS.2000.08"	"AJPS"	2000.0	15.0	9.0	28.0
"AJPS.2000.09"	"AJPS"	2000.0	12.0	34.0	46.0
"AJPS.2000.10"	"AJPS"	2000.0	46.0	17.0	64.0
"AJPS.2005.01"	"AJPS"	2005.0	18.0	33.0	55.0
"AJPS.2005.02"	"AJPS"	2005.0	16.0	16.0	34.0
"AJPS.2005.03"	"AJPS"	2005.0	16.0	38.0	57.0
"AJPS.2005.04"	"AJPS"	2005.0	9.0	33.0	43.0
"AJPS.2005.05"	"AJPS"	2005.0	13.0	5.0	18.0
"AJPS.2005.06"	"AJPS"	2005.0	5.0	11.0	16.0
"AJPS.2005.07"	"AJPS"	2005.0	23.0	22.0	49.0
"AJPS.2005.08"	"AJPS"	2005.0	15.0	9.0	28.0
"AJPS.2005.09"	"AJPS"	2005.0	13.0	33.0	46.0
"AJPS.2005.10"	"AJPS"	2005.0	46.0	18.0	64.0
"AJPS.2010.01"	"AJPS"	2010.0	25.0	35.0	63.0
"AJPS.2010.02"	"AJPS"	2010.0	26.0	33.0	60.0
"AJPS.2010.03"	"AJPS"	2010.0	25.0	22.0	49.0
"AJPS.2010.04"	"AJPS"	2010.0	40.0	5.0	45.0
"AJPS.2010.05"	"AJPS"	2010.0	9.0	29.0	39.0
"AJPS.2010.06"	"AJPS"	2010.0	6.0	20.0	29.0
"AJPS.2010.07"	"AJPS"	2010.0	14.0	19.0	37.0
"AJPS.2010.08"	"AJPS"	2010.0	22.0	57.0	94.0
"AJPS.2010.09"	"AJPS"	2010.0	11.0	11.0	22.0
"AJPS.2010.10"	"AJPS"	2010.0	7.0	34.0	42.0
"AJPS.2015.01"	"AJPS"	2015.0	21.0	37.0	78.0
"AJPS.2015.02"	"AJPS"	2015.0	40.0	55.0	96.0
"AJPS.2015.03"	"AJPS"	2015.0	17.0	39.0	57.0
"AJPS.2015.04"	"AJPS"	2015.0	6.0	32.0	41.0
"AJPS.2015.05"	"AJPS"	2015.0	17.0	20.0	47.0
"AJPS.2015.06"	"AJPS"	2015.0	6.0	26.0	33.0
"AJPS.2015.07"	"AJPS"	2015.0	12.0	46.0	60.0
"AJPS.2015.08"	"AJPS"	2015.0	18.0	22.0	47.0
"AJPS.2015.09"	"AJPS"	2015.0	20.0	34.0	57.0
"AJPS.2015.10"	"AJPS"	2015.0	17.0	46.0	67.0
"AJPS.2020.01"	"AJPS"	2020.0	15.0	34.0	56.0
"AJPS.2020.02"	"AJPS"	2020.0	4.0	33.0	40.0
"AJPS.2020.03"	"AJPS"	2020.0	22.0	27.0	49.0
"AJPS.2020.04"	"AJPS"	2020.0	21.0	30.0	52.0
"AJPS.2020.05"	"AJPS"	2020.0	23.0	36.0	64.0
"AJPS.2020.06"	"AJPS"	2020.0	7.0	15.0	22.0
"AJPS.2020.07"	"AJPS"	2020.0	4.0	45.0	49.0
"AJPS.2020.08"	"AJPS"	2020.0	16.0	49.0	69.0
"AJPS.2020.09"	"AJPS"	2020.0	13.0	45.0	59.0
"AJPS.2020.10"	"AJPS"	2020.0	15.0	53.0	69.0
"AJPS.2024.01"	"AJPS"	2024.0	24.0	35.0	59.0
"AJPS.2024.02"	"AJPS"	2024.0	26.0	34.0	68.0
"AJPS.2024.03"	"AJPS"	2024.0	25.0	46.0	84.0
"AJPS.2024.04"	"AJPS"	2024.0	11.0	28.0	42.0
"AJPS.2024.05"	"AJPS"	2024.0	11.0	72.0	86.0
"AJPS.2024.06"	"AJPS"	2024.0	39.0	29.0	70.0
"AJPS.2024.07"	"AJPS"	2024.0	13.0	64.0	81.0
"AJPS.2024.08"	"AJPS"	2024.0	3.0	48.0	55.0
"AJPS.2024.09"	"AJPS"	2024.0	23.0	22.0	47.0
"AJPS.2024.10"	"AJPS"	2024.0	2.0	27.0	39.0
"APSR.1990.01"	"APSR"	1990.0	27.0	21.0	53.0
"APSR.1990.02"	"APSR"	1990.0	15.0	31.0	46.0
"APSR.1990.03"	"APSR"	1990.0	19.0	12.0	33.0
"APSR.1990.04"	"APSR"	1990.0	19.0	4.0	23.0
"APSR.1990.05"	"APSR"	1990.0	21.0	14.0	36.0
"APSR.1990.06"	"APSR"	1990.0	20.0	8.0	31.0
"APSR.1990.07"	"APSR"	1990.0	139.0	65.0	213.0
"APSR.1990.08"	"APSR"	1990.0	13.0	23.0	36.0
"APSR.1990.09"	"APSR"	1990.0	28.0	40.0	69.0
"APSR.1990.10"	"APSR"	1990.0	34.0	27.0	62.0
"APSR.1995.01"	"APSR"	1995.0	14.0	3.0	17.0
"APSR.1995.02"	"APSR"	1995.0	13.0	17.0	31.0
"APSR.1995.03"	"APSR"	1995.0	30.0	23.0	54.0
"APSR.1995.04"	"APSR"	1995.0	14.0	19.0	33.0
"APSR.1995.05"	"APSR"	1995.0	17.0	21.0	40.0
"APSR.1995.06"	"APSR"	1995.0	13.0	3.0	19.0
"APSR.1995.07"	"APSR"	1995.0	25.0	4.0	29.0
"APSR.1995.08"	"APSR"	1995.0	29.0	20.0	49.0
"APSR.1995.09"	"APSR"	1995.0	18.0	15.0	33.0
"APSR.1995.10"	"APSR"	1995.0	29.0	24.0	54.0
"APSR.2000.01"	"APSR"	2000.0	31.0	36.0	71.0
"APSR.2000.02"	"APSR"	2000.0	23.0	54.0	77.0
"APSR.2000.03"	"APSR"	2000.0	20.0	30.0	54.0
"APSR.2000.04"	"APSR"	2000.0	13.0	20.0	35.0
"APSR.2000.05"	"APSR"	2000.0	13.0	17.0	36.0
"APSR.2000.06"	"APSR"	2000.0	86.0	14.0	103.0
"APSR.2000.07"	"APSR"	2000.0	19.0	40.0	67.0
"APSR.2000.08"	"APSR"	2000.0	20.0	36.0	59.0
"APSR.2000.09"	"APSR"	2000.0	15.0	26.0	42.0
"APSR.2000.10"	"APSR"	2000.0	144.0	42.0	189.0
"APSR.2005.01"	"APSR"	2005.0	42.0	14.0	58.0
"APSR.2005.02"	"APSR"	2005.0	30.0	37.0	68.0
"APSR.2005.03"	"APSR"	2005.0	23.0	12.0	35.0
"APSR.2005.04"	"APSR"	2005.0	40.0	17.0	57.0
"APSR.2005.05"	"APSR"	2005.0	26.0	28.0	56.0
"APSR.2005.06"	"APSR"	2005.0	99.0	13.0	113.0
"APSR.2005.07"	"APSR"	2005.0	26.0	22.0	50.0
"APSR.2005.08"	"APSR"	2005.0	5.0	12.0	20.0
"APSR.2005.09"	"APSR"	2005.0	47.0	30.0	79.0
"APSR.2005.10"	"APSR"	2005.0	13.0	32.0	51.0
"APSR.2010.01"	"APSR"	2010.0	57.0	37.0	96.0
"APSR.2010.02"	"APSR"	2010.0	22.0	42.0	67.0
"APSR.2010.03"	"APSR"	2010.0	22.0	42.0	67.0
"APSR.2010.04"	"APSR"	2010.0	36.0	55.0	96.0
"APSR.2010.05"	"APSR"	2010.0	25.0	37.0	68.0
"APSR.2010.06"	"APSR"	2010.0	20.0	60.0	85.0
"APSR.2010.07"	"APSR"	2010.0	35.0	58.0	99.0
"APSR.2010.08"	"APSR"	2010.0	58.0	6.0	64.0
"APSR.2010.09"	"APSR"	2010.0	45.0	78.0	124.0
"APSR.2010.10"	"APSR"	2010.0	43.0	17.0	65.0
"APSR.2015.01"	"APSR"	2015.0	20.0	37.0	79.0
"APSR.2015.02"	"APSR"	2015.0	27.0	39.0	92.0
"APSR.2015.03"	"APSR"	2015.0	20.0	39.0	61.0
"APSR.2015.04"	"APSR"	2015.0	43.0	46.0	117.0
"APSR.2015.05"	"APSR"	2015.0	16.0	2.0	24.0
"APSR.2015.06"	"APSR"	2015.0	33.0	41.0	78.0
"APSR.2015.07"	"APSR"	2015.0	22.0	5.0	28.0
"APSR.2015.08"	"APSR"	2015.0	22.0	5.0	28.0
"APSR.2015.09"	"APSR"	2015.0	9.0	46.0	64.0
"APSR.2015.10"	"APSR"	2015.0	17.0	38.0	56.0
"APSR.2020.01"	"APSR"	2020.0	22.0	29.0	51.0
"APSR.2020.02"	"APSR"	2020.0	7.0	40.0	55.0
"APSR.2020.03"	"APSR"	2020.0	23.0	44.0	70.0
"APSR.2020.04"	"APSR"	2020.0	26.0	44.0	83.0
"APSR.2020.05"	"APSR"	2020.0	32.0	41.0	75.0
"APSR.2020.06"	"APSR"	2020.0	57.0	22.0	82.0
"APSR.2020.07"	"APSR"	2020.0	51.0	39.0	111.0
"APSR.2020.08"	"APSR"	2020.0	19.0	23.0	44.0
"APSR.2020.09"	"APSR"	2020.0	69.0	17.0	86.0
"APSR.2020.10"	"APSR"	2020.0	47.0	23.0	70.0
"APSR.2024.01"	"APSR"	2024.0	20.0	62.0	89.0
"APSR.2024.02"	"APSR"	2024.0	13.0	37.0	55.0
"APSR.2024.03"	"APSR"	2024.0	50.0	19.0	74.0
"APSR.2024.04"	"APSR"	2024.0	73.0	41.0	118.0
"APSR.2024.05"	"APSR"	2024.0	100.0	51.0	156.0
"APSR.2024.06"	"APSR"	2024.0	9.0	39.0	51.0
"APSR.2024.07"	"APSR"	2024.0	47.0	49.0	102.0
"APSR.2024.08"	"APSR"	2024.0	25.0	32.0	58.0
"APSR.2024.09"	"APSR"	2024.0	25.0	44.0	71.0
"APSR.2024.10"	"APSR"	2024.0	28.0	44.0	74.0
"BJPS.2015.01"	"BJPS"	2015.0	7.0	27.0	45.0
"BJPS.2015.02"	"BJPS"	2015.0	16.0	25.0	44.0
"BJPS.2015.03"	"BJPS"	2015.0	8.0	35.0	51.0
"BJPS.2015.04"	"BJPS"	2015.0	27.0	20.0	51.0
"BJPS.2015.05"	"BJPS"	2015.0	57.0	43.0	132.0
"BJPS.2015.06"	"BJPS"	2015.0	25.0	64.0	103.0
"BJPS.2015.07"	"BJPS"	2015.0	10.0	24.0	43.0
"BJPS.2015.08"	"BJPS"	2015.0	8.0	22.0	33.0
"BJPS.2015.09"	"BJPS"	2015.0	22.0	38.0	68.0
"BJPS.2020.01"	"BJPS"	2020.0	17.0	36.0	61.0
"BJPS.2020.02"	"BJPS"	2020.0	18.0	42.0	65.0
"BJPS.2020.03"	"BJPS"	2020.0	8.0	24.0	36.0
"BJPS.2020.04"	"BJPS"	2020.0	18.0	75.0	104.0
"BJPS.2020.05"	"BJPS"	2020.0	8.0	33.0	47.0
"BJPS.2020.06"	"BJPS"	2020.0	20.0	71.0	99.0
"BJPS.2020.07"	"BJPS"	2020.0	15.0	55.0	82.0
"BJPS.2020.08"	"BJPS"	2020.0	6.0	24.0	33.0
"BJPS.2020.09"	"BJPS"	2020.0	29.0	49.0	90.0
"BJPS.2020.10"	"BJPS"	2020.0	6.0	10.0	18.0
"BJPS.2024.01"	"BJPS"	2024.0	17.0	81.0	114.0
"BJPS.2024.02"	"BJPS"	2024.0	11.0	35.0	50.0
"BJPS.2024.03"	"BJPS"	2024.0	20.0	59.0	82.0
"BJPS.2024.04"	"BJPS"	2024.0	2.0	21.0	26.0
"BJPS.2024.05"	"BJPS"	2024.0	27.0	51.0	90.0
"BJPS.2024.06"	"BJPS"	2024.0	22.0	43.0	68.0
"BJPS.2024.07"	"BJPS"	2024.0	21.0	61.0	87.0
"BJPS.2024.08"	"BJPS"	2024.0	24.0	69.0	99.0
"BJPS.2024.09"	"BJPS"	2024.0	9.0	30.0	50.0
"BJPS.2024.10"	"BJPS"	2024.0	10.0	44.0	59.0
"CPS.1990.01"	"CPS"	1990.0	44.0	38.0	86.0
"CPS.1990.02"	"CPS"	1990.0	69.0	46.0	122.0
"CPS.1990.03"	"CPS"	1990.0	44.0	11.0	57.0
"CPS.1990.04"	"CPS"	1990.0	24.0	8.0	45.0
"CPS.1990.05"	"CPS"	1990.0	28.0	12.0	43.0
"CPS.1990.06"	"CPS"	1990.0	19.0	5.0	37.0
"CPS.1990.07"	"CPS"	1990.0	41.0	19.0	62.0
"CPS.1990.08"	"CPS"	1990.0	24.0	23.0	50.0
"CPS.1990.09"	"CPS"	1990.0	12.0	17.0	29.0
"CPS.1990.10"	"CPS"	1990.0	11.0	8.0	22.0
"CPS.1995.01"	"CPS"	1995.0	33.0	16.0	50.0
"CPS.1995.02"	"CPS"	1995.0	10.0	9.0	29.0
"CPS.1995.03"	"CPS"	1995.0	34.0	19.0	62.0
"CPS.1995.04"	"CPS"	1995.0	24.0	19.0	47.0
"CPS.1995.05"	"CPS"	1995.0	45.0	18.0	63.0
"CPS.1995.07"	"CPS"	1995.0	40.0	16.0	57.0
"CPS.1995.08"	"CPS"	1995.0	8.0	18.0	31.0
"CPS.1995.09"	"CPS"	1995.0	29.0	9.0	42.0
"CPS.1995.10"	"CPS"	1995.0	45.0	18.0	63.0
"CPS.2000.01"	"CPS"	2000.0	48.0	10.0	58.0
"CPS.2000.02"	"CPS"	2000.0	33.0	27.0	62.0
"CPS.2000.03"	"CPS"	2000.0	8.0	10.0	21.0
"CPS.2000.04"	"CPS"	2000.0	23.0	11.0	39.0
"CPS.2000.05"	"CPS"	2000.0	47.0	25.0	83.0
"CPS.2000.06"	"CPS"	2000.0	13.0	20.0	35.0
"CPS.2000.07"	"CPS"	2000.0	38.0	16.0	60.0
"CPS.2000.08"	"CPS"	2000.0	25.0	23.0	50.0
"CPS.2000.09"	"CPS"	2000.0	71.0	20.0	101.0
"CPS.2000.10"	"CPS"	2000.0	15.0	38.0	56.0
"CPS.2005.01"	"CPS"	2005.0	11.0	19.0	31.0
"CPS.2005.02"	"CPS"	2005.0	18.0	18.0	37.0
"CPS.2005.03"	"CPS"	2005.0	17.0	25.0	46.0
"CPS.2005.04"	"CPS"	2005.0	28.0	23.0	55.0
"CPS.2005.05"	"CPS"	2005.0	24.0	20.0	44.0
"CPS.2005.06"	"CPS"	2005.0	18.0	13.0	33.0
"CPS.2005.07"	"CPS"	2005.0	29.0	17.0	53.0
"CPS.2005.08"	"CPS"	2005.0	37.0	36.0	79.0
"CPS.2005.09"	"CPS"	2005.0	24.0	17.0	43.0
"CPS.2005.10"	"CPS"	2005.0	15.0	26.0	47.0
"CPS.2010.01"	"CPS"	2010.0	12.0	14.0	34.0
"CPS.2010.02"	"CPS"	2010.0	23.0	24.0	48.0
"CPS.2010.03"	"CPS"	2010.0	26.0	31.0	58.0
"CPS.2010.04"	"CPS"	2010.0	22.0	14.0	39.0
"CPS.2010.05"	"CPS"	2010.0	19.0	27.0	51.0
"CPS.2010.06"	"CPS"	2010.0	9.0	18.0	28.0
"CPS.2010.07"	"CPS"	2010.0	22.0	14.0	39.0
"CPS.2010.08"	"CPS"	2010.0	28.0	27.0	64.0
"CPS.2010.09"	"CPS"	2010.0	15.0	45.0	71.0
"CPS.2010.10"	"CPS"	2010.0	16.0	36.0	56.0
"CPS.2015.01"	"CPS"	2015.0	40.0	67.0	110.0
"CPS.2015.02"	"CPS"	2015.0	10.0	41.0	56.0
"CPS.2015.03"	"CPS"	2015.0	23.0	37.0	64.0
"CPS.2015.04"	"CPS"	2015.0	5.0	31.0	38.0
"CPS.2015.05"	"CPS"	2015.0	11.0	40.0	60.0
"CPS.2015.06"	"CPS"	2015.0	29.0	41.0	78.0
"CPS.2015.07"	"CPS"	2015.0	22.0	28.0	52.0
"CPS.2015.08"	"CPS"	2015.0	34.0	26.0	64.0
"CPS.2015.09"	"CPS"	2015.0	15.0	15.0	39.0
"CPS.2015.10"	"CPS"	2015.0	38.0	56.0	110.0
"CPS.2020.01"	"CPS"	2020.0	8.0	57.0	68.0
"CPS.2020.02"	"CPS"	2020.0	36.0	27.0	71.0
"CPS.2020.03"	"CPS"	2020.0	58.0	34.0	101.0
"CPS.2020.04"	"CPS"	2020.0	40.0	20.0	60.0
"CPS.2020.05"	"CPS"	2020.0	19.0	49.0	73.0
"CPS.2020.06"	"CPS"	2020.0	32.0	76.0	110.0
"CPS.2020.07"	"CPS"	2020.0	23.0	64.0	91.0
"CPS.2020.08"	"CPS"	2020.0	34.0	45.0	88.0
"CPS.2020.09"	"CPS"	2020.0	29.0	51.0	88.0
"CPS.2020.10"	"CPS"	2020.0	40.0	46.0	87.0
"CPS.2024.01"	"CPS"	2024.0	9.0	59.0	73.0
"CPS.2024.02"	"CPS"	2024.0	18.0	68.0	93.0
"CPS.2024.03"	"CPS"	2024.0	40.0	41.0	84.0
"CPS.2024.04"	"CPS"	2024.0	14.0	82.0	107.0
"CPS.2024.05"	"CPS"	2024.0	13.0	81.0	108.0
"CPS.2024.06"	"CPS"	2024.0	27.0	43.0	80.0
"CPS.2024.07"	"CPS"	2024.0	18.0	57.0	83.0
"CPS.2024.08"	"CPS"	2024.0	20.0	51.0	72.0
"CPS.2024.09"	"CPS"	2024.0	16.0	54.0	81.0
"CPS.2024.10"	"CPS"	2024.0	23.0	55.0	85.0
"IO.2000.01"	"IO"	2000.0	68.0	22.0	94.0
"IO.2000.02"	"IO"	2000.0	31.0	29.0	61.0
"IO.2000.03"	"IO"	2000.0	37.0	39.0	80.0
"IO.2000.04"	"IO"	2000.0	19.0	27.0	54.0
"IO.2000.05"	"IO"	2000.0	92.0	31.0	126.0
"IO.2000.06"	"IO"	2000.0	14.0	17.0	32.0
"IO.2000.07"	"IO"	2000.0	45.0	33.0	82.0
"IO.2000.08"	"IO"	2000.0	62.0	42.0	109.0
"IO.2000.09"	"IO"	2000.0	37.0	30.0	69.0
"IO.2000.10"	"IO"	2000.0	16.0	20.0	37.0
"IO.2005.01"	"IO"	2005.0	101.0	50.0	155.0
"IO.2005.02"	"IO"	2005.0	38.0	27.0	71.0
"IO.2005.03"	"IO"	2005.0	79.0	24.0	113.0
"IO.2005.04"	"IO"	2005.0	63.0	55.0	120.0
"IO.2005.05"	"IO"	2005.0	45.0	22.0	67.0
"IO.2005.06"	"IO"	2005.0	94.0	64.0	161.0
"IO.2005.07"	"IO"	2005.0	17.0	20.0	39.0
"IO.2005.08"	"IO"	2005.0	46.0	62.0	118.0
"IO.2005.09"	"IO"	2005.0	31.0	23.0	57.0
"IO.2005.10"	"IO"	2005.0	8.0	16.0	25.0
"IO.2010.01"	"IO"	2010.0	12.0	40.0	55.0
"IO.2010.02"	"IO"	2010.0	8.0	27.0	36.0
"IO.2010.03"	"IO"	2010.0	25.0	22.0	54.0
"IO.2010.04"	"IO"	2010.0	8.0	37.0	52.0
"IO.2010.05"	"IO"	2010.0	27.0	26.0	58.0
"IO.2010.06"	"IO"	2010.0	62.0	59.0	131.0
"IO.2010.07"	"IO"	2010.0	20.0	26.0	52.0
"IO.2010.08"	"IO"			9.0	9.0
"IO.2010.09"	"IO"	2010.0	11.0	20.0	37.0
"IO.2010.10"	"IO"	2010.0	13.0	42.0	60.0
"IO.2015.01"	"IO"	2015.0	52.0	87.0	153.0
"IO.2015.02"	"IO"	2015.0	8.0	39.0	48.0
"IO.2015.03"	"IO"	2015.0	8.0	49.0	62.0
"IO.2015.04"	"IO"	2015.0	9.0	58.0	70.0
"IO.2015.05"	"IO"	2015.0	28.0	54.0	82.0
"IO.2015.06"	"IO"	2015.0	28.0	37.0	71.0
"IO.2015.07"	"IO"	2015.0	23.0	59.0	89.0
"IO.2015.08"	"IO"	2015.0	23.0	44.0	77.0
"IO.2015.09"	"IO"	2015.0	41.0	45.0	89.0
"IO.2015.10"	"IO"	2015.0	14.0	18.0	37.0
"IO.2020.01"	"IO"	2020.0	12.0	32.0	52.0
"IO.2020.02"	"IO"	2020.0	20.0	31.0	54.0
"IO.2020.03"	"IO"	2020.0	33.0	41.0	82.0
"IO.2020.04"	"IO"	2020.0	47.0	35.0	86.0
"IO.2020.05"	"IO"	2020.0	53.0	36.0	99.0
"IO.2020.06"	"IO"	2020.0	22.0	65.0	89.0
"IO.2020.07"	"IO"	2020.0	26.0	46.0	76.0
"IO.2020.08"	"IO"	2020.0	17.0	51.0	73.0
"IO.2020.09"	"IO"	2020.0	12.0	32.0	52.0
"IO.2020.10"	"IO"	2020.0	21.0	28.0	50.0
"ISQ.1990.01"	"ISQ"	1990.0	36.0	15.0	58.0
"ISQ.1990.02"	"ISQ"	1990.0	22.0	9.0	31.0
"ISQ.1990.03"	"ISQ"	1990.0	25.0	19.0	46.0
"ISQ.1990.04"	"ISQ"	1990.0	47.0	26.0	79.0
"ISQ.1990.05"	"ISQ"	1990.0	24.0	17.0	42.0
"ISQ.1990.06"	"ISQ"	1990.0	46.0	12.0	65.0
"ISQ.1990.07"	"ISQ"	1990.0	24.0	7.0	32.0
"ISQ.1990.08"	"ISQ"	1990.0	40.0	18.0	67.0
"ISQ.1990.09"	"ISQ"	1990.0	34.0	30.0	67.0
"ISQ.1990.10"	"ISQ"	1990.0	53.0	10.0	65.0
"ISQ.1995.01"	"ISQ"	1995.0	38.0	28.0	71.0
"ISQ.1995.02"	"ISQ"	1995.0	43.0	35.0	79.0
"ISQ.1995.03"	"ISQ"	1995.0	9.0	9.0	20.0
"ISQ.1995.04"	"ISQ"	1995.0	101.0	42.0	146.0
"ISQ.1995.05"	"ISQ"	1995.0	39.0	14.0	54.0
"ISQ.1995.06"	"ISQ"	1995.0	46.0	32.0	85.0
"ISQ.1995.07"	"ISQ"	1995.0	23.0	12.0	37.0
"ISQ.1995.08"	"ISQ"	1995.0	40.0	19.0	61.0
"ISQ.1995.09"	"ISQ"	1995.0	39.0	39.0	85.0
"ISQ.1995.10"	"ISQ"	1995.0	57.0	22.0	82.0
"ISQ.2000.01"	"ISQ"	2000.0	24.0	29.0	56.0
"ISQ.2000.02"	"ISQ"	2000.0	21.0	25.0	48.0
"ISQ.2000.03"	"ISQ"	2000.0	62.0	36.0	123.0
"ISQ.2000.04"	"ISQ"	2000.0	28.0	20.0	51.0
"ISQ.2000.05"	"ISQ"	2000.0	31.0	20.0	57.0
"ISQ.2000.06"	"ISQ"	2000.0	52.0	23.0	78.0
"ISQ.2000.07"	"ISQ"	2000.0	25.0	31.0	59.0
"ISQ.2000.08"	"ISQ"	2000.0	47.0	8.0	59.0
"ISQ.2000.09"	"ISQ"	2000.0	55.0	44.0	106.0
"ISQ.2000.10"	"ISQ"	2000.0	57.0	18.0	79.0
"ISQ.2005.01"	"ISQ"	2005.0	65.0	37.0	112.0
"ISQ.2005.02"	"ISQ"	2005.0	25.0	24.0	54.0
"ISQ.2005.03"	"ISQ"	2005.0	71.0	37.0	111.0
"ISQ.2005.04"	"ISQ"	2005.0	36.0	40.0	85.0
"ISQ.2005.05"	"ISQ"	2005.0	13.0	53.0	70.0
"ISQ.2005.06"	"ISQ"	2005.0	30.0	16.0	54.0
"ISQ.2005.07"	"ISQ"	2005.0	24.0	29.0	60.0
"ISQ.2005.08"	"ISQ"	2005.0	39.0	22.0	62.0
"ISQ.2005.09"	"ISQ"	2005.0	19.0	20.0	45.0
"ISQ.2005.10"	"ISQ"	2005.0	44.0	13.0	59.0
"ISQ.2010.01"	"ISQ"	2010.0	22.0	37.0	61.0
"ISQ.2010.02"	"ISQ"	2010.0	28.0	12.0	40.0
"ISQ.2010.03"	"ISQ"	2010.0	19.0	38.0	66.0
"ISQ.2010.04"	"ISQ"	2010.0	12.0	31.0	53.0
"ISQ.2010.05"	"ISQ"	2010.0	34.0	28.0	82.0
"ISQ.2010.06"	"ISQ"	2010.0	8.0	33.0	43.0
"ISQ.2010.07"	"ISQ"	2010.0	16.0	65.0	88.0
"ISQ.2010.08"	"ISQ"	2010.0	19.0	27.0	50.0
"ISQ.2010.09"	"ISQ"	2010.0	16.0	22.0	40.0
"ISQ.2010.10"	"ISQ"	2010.0	16.0	32.0	56.0
"ISQ.2015.01"	"ISQ"	2015.0	16.0	42.0	59.0
"ISQ.2015.02"	"ISQ"	2015.0	24.0	38.0	74.0
"ISQ.2015.03"	"ISQ"	2015.0	11.0	35.0	54.0
"ISQ.2015.04"	"ISQ"	2015.0	25.0	60.0	88.0
"ISQ.2015.05"	"ISQ"	2015.0	27.0	36.0	73.0
"ISQ.2015.06"	"ISQ"	2015.0	12.0	54.0	67.0
"ISQ.2015.07"	"ISQ"	2015.0	18.0	48.0	70.0
"ISQ.2015.08"	"ISQ"	2015.0	30.0	10.0	40.0
"ISQ.2015.09"	"ISQ"	2015.0	104.0	21.0	127.0
"ISQ.2020.01"	"ISQ"	2020.0	22.0	47.0	73.0
"ISQ.2020.02"	"ISQ"	2020.0	17.0	42.0	64.0
"ISQ.2020.03"	"ISQ"	2020.0	37.0	37.0	77.0
"ISQ.2020.04"	"ISQ"	2020.0	19.0	46.0	69.0
"ISQ.2020.05"	"ISQ"	2020.0	16.0	71.0	90.0
"ISQ.2020.06"	"ISQ"	2020.0	17.0	43.0	69.0
"ISQ.2020.07"	"ISQ"	2020.0	13.0	54.0	76.0
"ISQ.2020.08"	"ISQ"	2020.0	11.0	32.0	43.0
"ISQ.2020.09"	"ISQ"	2020.0	24.0	25.0	49.0
"ISQ.2020.10"	"ISQ"	2020.0	74.0	87.0	168.0
"JCR.1990.01"	"JCR"	1990.0	29.0	9.0	42.0
"JCR.1990.02"	"JCR"	1990.0	17.0	7.0	27.0
"JCR.1990.03"	"JCR"	1990.0	8.0	12.0	22.0
"JCR.1990.04"	"JCR"	1990.0	15.0	23.0	42.0
"JCR.1990.05"	"JCR"	1990.0	13.0	9.0	23.0
"JCR.1990.06"	"JCR"	1990.0	6.0	12.0	20.0
"JCR.1990.07"	"JCR"	1990.0	3.0	11.0	14.0
"JCR.1990.08"	"JCR"	1990.0	41.0	36.0	79.0
"JCR.1990.09"	"JCR"	1990.0	13.0	8.0	21.0
"JCR.1990.10"	"JCR"	1990.0	1.0	20.0	25.0
"JCR.1995.01"	"JCR"	1995.0	37.0	24.0	66.0
"JCR.1995.02"	"JCR"	1995.0	18.0	17.0	41.0
"JCR.1995.03"	"JCR"	1995.0	66.0	25.0	92.0
"JCR.1995.04"	"JCR"	1995.0	24.0	33.0	62.0
"JCR.1995.05"	"JCR"	1995.0	19.0	13.0	34.0
"JCR.1995.06"	"JCR"	1995.0	41.0	18.0	59.0
"JCR.1995.07"	"JCR"	1995.0	13.0	7.0	22.0
